X,Y,OBJECTID,LocationID,LocationDesc,LocationNote,CountNote,CityName,CountyName,CountYear,CountTime,CountDate,WeatherCode,WeatherNote,HeritageSite,Bike_M_N_NH,Bike_M_N_H,Bike_F_N_NH,Bike_F_N_H,Bike_M_S_NH,Bike_M_S_H,Bike_F_S_NH,Bike_F_S_H,Bike_M_E_NH,Bike_M_E_H,Bike_F_E_NH,Bike_F_E_H,Bike_M_W_NH,Bike_M_W_H,Bike_F_W_NH,Bike_F_W_H,Bike_U_N,Bike_U_S,Bike_U_E,Bike_U_W,Bike_M_N,Bike_F_N,Bike_North,Bike_M_S,Bike_F_S,Bike_South,Bike_M_E,Bike_F_E,Bike_East,Bike_M_W,Bike_F_W,Bike_West,Bike_Total,Ped_M_N,Ped_F_N,Ped_U_N,Ped_North,Ped_M_S,Ped_F_S,Ped_U_S,Ped_South,Ped_M_E,Ped_F_E,Ped_U_E,Ped_East,Ped_M_W,Ped_F_W,Ped_U_W,Ped_West,Ped_Total,Other_N,Other_S,Other_E,Other_W,Other_Total,Latitude,Longitude,Deprecated,StartYear,CityFIPSLongPlaceCode,CountyFIPSLongPlaceCode,TimeSlot
-122.386929999807933,47.56102999926965,9688,Seattle21,California Ave SW & SW Alaska St,,"There was construction partially blocking some of the northbound street, it looked like northbound bikes were diverting east before they got to this intersection.",Seattle,King County,2014,AM,2014-09-30T00:00:00.000Z,,"51-54 degrees, Cloudy/ Partly-Cloudy
There was some early ""sprinkles"" 7am - 7:15am.",Yes,0,7,0,1,0,3,0,2,0,16,0,6,0,4,0,1,,,,,0,0,8,0,0,5,0,0,22,0,0,5,40,,,,88,,,,61,,,,69,,,,164,382,0,0,0,0,0,47.56103,-122.38693,No,2009,5363000,53033,
-122.3033639998133,47.555951998782476,9689,Seattle22,Beacon Ave S & Chief Stealth Trail,,,Seattle,King County,2009,AM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,98,,,,,0,47.555952,-122.303364,No,2009,5363000,53033,
-122.3033639998133,47.555951998782476,9690,Seattle22,"Beacon and Dawson, Chief Sealth",,,Seattle,King County,2009,PM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,44,,,,,0,47.555952,-122.303364,No,2009,5363000,53033,
-122.3033639998133,47.555951998782476,9691,Seattle22,Chief Sealth Trail & Beacon Ave s,,,Seattle,King County,2010,AM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,57,,,,,0,47.555952,-122.303364,No,2009,5363000,53033,
-122.3033639998133,47.555951998782476,9692,Seattle22,Beacon @ Sealth,,,Seattle,King County,2011,AM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,130,,,,,1,47.555952,-122.303364,No,2009,5363000,53033,
-122.3033639998133,47.555951998782476,9693,Seattle22,Beacon Ave S & Chief Stealth Trail,,,Seattle,King County,2011,PM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,120,,,,,2,47.555952,-122.303364,No,2009,5363000,53033,
-122.3033639998133,47.555951998782476,9694,Seattle22,Beacon Ave S & Chief Sealth Trail,,,Seattle,King County,2012,AM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,225,,,,,3,47.555952,-122.303364,No,2009,5363000,53033,
-122.3033639998133,47.555951998782476,9695,Seattle22,Beacon Ave S & Chief Sealth Trail,,,Seattle,King County,2012,PM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,94,,,,,0,47.555952,-122.303364,No,2009,5363000,53033,
-122.3033639998133,47.555951998782476,9696,Seattle22,Beacon Ave S & Chief Stealth Trail,,,Seattle,King County,2013,AM,2013-10-01T00:00:00.000Z,,Showers,Yes,1,4,1,,3,3,1,1,2,13,,4,2,1,,,,,,,1,1,6,3,1,8,2,,19,2,,3,36,10,6,,16,2,10,,12,2121,11,,2132,4,7,,11,2171,,,,,,47.555952,-122.303364,No,2009,5363000,53033,
-122.3033639998133,47.555951998782476,9697,Seattle22,Beacon Ave S & Chief Stealth Trail,,,Seattle,King County,2013,PM,2013-10-01T00:00:00.000Z,,showers,Yes,,17,,3,2,2,,,,1,,,,2,,1,,,,,,,20,2,,4,,,1,,,3,28,30,35,,65,15,10,,25,3,14,,17,5,6,,11,118,,,,,,47.555952,-122.303364,No,2009,5363000,53033,
-122.3033639998133,47.555951998782476,9698,Seattle22,Beacon Ave S & Chief Stealth Trail,,"LOCATION;
Beacon ave s/ and Dawson/ Chief Sealth Trail",Seattle,King County,2014,AM,2014-10-01T00:00:00.000Z,,overcast/partly cloudy,Yes,1,22,0,9,0,2,0,0,0,2,0,2,1,5,0,4,,,,,1,0,32,0,0,2,0,0,4,1,0,10,48,,,,57,,,,27,,,,23,,,,15,122,0,0,0,0,0,47.555952,-122.303364,No,2009,5363000,53033,
-122.356900999610119,47.63839799907305,9699,Seattle23,Queen Anne Ave N & Boston St,,,Seattle,King County,2009,AM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,154,,,,,5,47.638398,-122.356901,No,2009,5363000,53033,
-122.356900999610119,47.63839799907305,9700,Seattle23,Queen Anne Ave N & Boston St,,,Seattle,King County,2009,PM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,474,,,,,6,47.638398,-122.356901,No,2009,5363000,53033,
-122.356900999610119,47.63839799907305,9701,Seattle23,Queen Anne Ave N & Boston St,,,Seattle,King County,2010,AM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,408,,,,,2,47.638398,-122.356901,No,2009,5363000,53033,
-122.356900999610119,47.63839799907305,9702,Seattle23,Queen Anne Ave N & Boston St,,,Seattle,King County,2010,PM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,867,,,,,5,47.638398,-122.356901,No,2009,5363000,53033,
-122.356900999610119,47.63839799907305,9703,Seattle23,Queen Anne Ave N & Boston St,,,Seattle,King County,2011,AM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,327,,,,,2,47.638398,-122.356901,No,2009,5363000,53033,
-122.356900999610119,47.63839799907305,9704,Seattle23,Quenn Anne & Boston,,,Seattle,King County,2011,PM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,740,,,,,1,47.638398,-122.356901,No,2009,5363000,53033,
-122.356900999610119,47.63839799907305,9705,Seattle23,Queen Anne Ave N & Boston St,,,Seattle,King County,2012,AM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,390,,,,,0,47.638398,-122.356901,No,2009,5363000,53033,
-122.356900999610119,47.63839799907305,9706,Seattle23,Queen Anne Ave N & Boston St,,,Seattle,King County,2012,PM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,811,,,,,4,47.638398,-122.356901,No,2009,5363000,53033,
-122.356900999610119,47.63839799907305,9707,Seattle23,Queen Anne Ave N & Boston St,,,Seattle,King County,2014,AM,2014-10-02T00:00:00.000Z,,"Chilly from 7-8AM; sunny from 8AM",Yes,,11,,3,,16,,,2,5,,,,,,,,,,,,,14,,,16,2,,7,,,,37,,,,146,,,,309,,,,115,,,,187,757,,,,,0,47.638398,-122.356901,No,2009,5363000,53033,
-122.356900999610119,47.63839799907305,9708,Seattle23,Queen Anne Ave N & Boston St,,,Seattle,King County,2014,PM,2014-10-02T00:00:00.000Z,,Sunny,Yes,,2,,,1,6,,1,1,3,,1,2,3,,,,,,,,,2,1,,8,1,,5,2,,5,20,,,,168,,,,185,,,,78,,,,88,519,,,,,0,47.638398,-122.356901,No,2009,5363000,53033,
-122.285459000267295,47.55865199939683,9709,Seattle25,Rainier Ave S & S Edmunds St,,,Seattle,King County,2009,AM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,184,,,,,0,47.558652,-122.285459,No,2009,5363000,53033,
-122.285459000267295,47.55865199939683,9710,Seattle25,Rainier Ave S & S Edmunds St,,,Seattle,King County,2014,AM,2014-09-30T00:00:00.000Z,,"Partly cloudy, temperature around 52 degrees, no rain",Yes,2,4,,,,,,1,,1,,1,,4,,1,,,,,2,,6,,,1,,,2,,,5,14,,,,84,,,,61,,,,138,,,,160,443,,,,,0,47.558652,-122.285459,No,2009,5363000,53033,
-122.285459000267295,47.55865199939683,9711,Seattle25,Rainier Ave S & S Edmunds St,,"Farmer's market day. Too busy to keep track of gender of pedestrians- all tallied in male.
Very busy intersection, turning cars ignoring crosswalks especially right-turners on red lights. Cars remaining in intersection after red llights consistently.",Seattle,King County,2014,PM,2014-10-01T00:00:00.000Z,,sunny and blue skies,Yes,1,4,2,1,2,4,1,,,3,1,1,,6,,9,,,,,1,2,8,2,1,7,,1,5,,,15,35,,,,156,,,,162,,,,350,,,,331,999,,1,,,1,47.558652,-122.285459,No,2009,5363000,53033,
-122.27960000065778,47.52311999927884,9712,Seattle29,MLK & S Henderson St & Chief Sealth Trail,,,Seattle,King County,2009,AM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,302,,,,,2,47.52312,-122.2796,No,2009,5363000,53033,
-122.27960000065778,47.52311999927884,9713,Seattle29,MLK & S Henderson St & Chief Sealth Trail,,,Seattle,King County,2009,PM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,284,,,,,0,47.52312,-122.2796,No,2009,5363000,53033,
-122.27960000065778,47.52311999927884,9714,Seattle29,MLK & S Henderson St & Chief Sealth Trail,,,Seattle,King County,2011,AM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,399,,,,,1,47.52312,-122.2796,No,2009,5363000,53033,
-122.27960000065778,47.52311999927884,9715,Seattle29,MLK & S Henderson St & Chief Sealth Trail,,,Seattle,King County,2011,PM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,402,,,,,0,47.52312,-122.2796,No,2009,5363000,53033,
-122.27960000065778,47.52311999927884,9716,Seattle29,MLK & S Henderson St & Chief Sealth Trail,,,Seattle,King County,2012,PM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,,,,,,,,,,,,,,,,,252,,,,,99,47.52312,-122.2796,No,2009,5363000,53033,
-122.27960000065778,47.52311999927884,9717,Seattle29,MLK & S Henderson St & Chief Sealth Trail,,,Seattle,King County,2014,AM,2014-10-01T00:00:00.000Z,,cloudy,No,,2,,,,1,,1,,2,,1,1,11,,,,,,,,,2,,,2,,,3,1,,12,19,,,,7,,,,1,,,,2951,,,,124,3083,,,,,0,47.52312,-122.2796,No,2009,5363000,53033,
-122.27960000065778,47.52311999927884,9718,Seattle29,MLK & S Henderson St & Chief Sealth Trail,,"I was at the intersection of the Chief Sealth Trail and Henderson, just east of MLK",Seattle,King County,2014,PM,2014-10-02T00:00:00.000Z,,Sunny and beautiful,No,,1,,,,1,,,1,5,,,1,1,,,,,,,,,1,,,1,1,,6,1,,2,10,,,,1,,,,18,,,,162,,,,36,217,,,,,0,47.52312,-122.2796,No,2009,5363000,53033,
-122.282019999972675,47.538879999343351,9719,Seattle33,MLK and S Myrtle St at Othello Station,,,Seattle,King County,2009,AM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,144,,,,,1,47.53888,-122.28202,No,2009,5363000,53033,
-122.282019999972675,47.538879999343351,9720,Seattle33,MLK and S Myrtle St at Othello Station,,,Seattle,King County,2009,PM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,220,,,,,0,47.53888,-122.28202,No,2009,5363000,53033,
-122.282019999972675,47.538879999343351,9721,Seattle33,MLK & S Myrtle @ Othello,,,Seattle,King County,2010,AM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,222,,,,,0,47.53888,-122.28202,No,2009,5363000,53033,
-122.282019999972675,47.538879999343351,9722,Seattle33,MLK & S Myrtle @ Othello,,,Seattle,King County,2010,PM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,316,,,,,0,47.53888,-122.28202,No,2009,5363000,53033,
-122.282019999972675,47.538879999343351,9723,Seattle33,Othello Station (MLK/Myrtle),,,Seattle,King County,2011,AM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,214,,,,,0,47.53888,-122.28202,No,2009,5363000,53033,
-122.282019999972675,47.538879999343351,9724,Seattle33,MLK & S Myrtle St @ Othello Station,,,Seattle,King County,2011,PM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,301,,,,,0,47.53888,-122.28202,No,2009,5363000,53033,
-122.282019999972675,47.538879999343351,9725,Seattle33,MLK & S Myrtle St @ Othello Station,,,Seattle,King County,2012,AM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,315,,,,,2,47.53888,-122.28202,No,2009,5363000,53033,
-122.282019999972675,47.538879999343351,9726,Seattle33,MLK & S Myrtle St @ Othello Station,,,Seattle,King County,2013,AM,2013-10-03T00:00:00.000Z,,"cloudy, overcast, damp, cool",Yes,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,1,0,4,0,0,2,0,0,0,0,0,0,6,22,16,,38,115,92,,207,10,6,,16,14,6,,20,281,0,0,0,0,0,47.53888,-122.28202,No,2009,5363000,53033,
-122.282019999972675,47.538879999343351,9727,Seattle33,MLK & S Myrtle St @ Othello Station,,,Seattle,King County,2013,PM,2013-10-03T00:00:00.000Z,,"55, sunny, few clouds",Yes,,1,,1,1,2,,,1,1,,,,3,,,,,,,,,2,1,,3,1,,2,,,3,10,27,32,,59,86,71,,157,30,27,,57,37,25,,62,335,1,1,,,2,47.53888,-122.28202,No,2009,5363000,53033,
-122.282019999972675,47.538879999343351,9728,Seattle33,MLK & S Myrtle St @ Othello Station,,">80% of ""southbound"" observations were going to the NORTHBOUND Link Light Rail. They were recorded as ""southbound"" per instructions.",Seattle,King County,2014,AM,2014-10-01T00:00:00.000Z,,overcast,Yes,1,1,0,0,2,5,0,0,0,0,0,0,0,1,0,0,,,,,1,0,2,2,0,7,0,0,0,0,0,1,10,,,,19,,,,220,,,,6,,,,25,270,0,2,0,0,2,47.53888,-122.28202,No,2009,5363000,53033,
-122.285639999633787,47.590439998826959,9729,Seattle34,I-90 W,,,Seattle,King County,2010,AM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,,,,,,,,,,,,,,,,6,,,,,0,47.59044,-122.28564,No,2010,5363000,53033,
-122.285639999633787,47.590439998826959,9730,Seattle34,I90 Trail - West High Rise,,,Seattle,King County,2010,PM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,,,,,,,,,,,,,,,,,19,,,,,0,47.59044,-122.28564,No,2010,5363000,53033,
-122.285639999633787,47.590439998826959,9731,Seattle34,I-90 Trail @ West Bridge (location on trail at the west end of the I-90 Bridge),,,Seattle,King County,2011,AM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,28,,,,,0,47.59044,-122.28564,No,2010,5363000,53033,
-122.285639999633787,47.590439998826959,9732,Seattle34,I-90 Trail @ West Bridge (location on trail at the west end of the I-90 Bridge),,,Seattle,King County,2011,PM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,,,,,,,,,,,,,,,,,55,,,,,1,47.59044,-122.28564,No,2010,5363000,53033,
-122.285639999633787,47.590439998826959,9733,Seattle34,I-90 Trail @ West Bridge,(location on trail at the west end of the I-90 Bridge),,Seattle,King County,2012,PM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,,,,,,,,,,,,,,,,,11,,,,,0,47.59044,-122.28564,No,2010,5363000,53033,
-122.285639999633787,47.590439998826959,9734,Seattle34,I-90 Trail @ West Bridge,(location on trail at the west end of the I-90 Bridge),,Seattle,King County,2013,PM,2013-10-03T00:00:00.000Z,,partly cloudy 50 degrees,No,,,,,,,,,2,131,0,21,6,78,0,12,,,,,,,,,,,2,0,154,6,0,96,250,,,,,,,,,16,8,,24,14,1,,15,39,,,,,,47.59044,-122.28564,No,2010,5363000,53033,
-122.285639999633787,47.590439998826959,9735,Seattle34,I-90 Trail @ West Bridge,(location on trail at the west end of the I-90 Bridge),Lot's of friendly people stopped and wished me thanks!,Seattle,King County,2014,AM,2014-10-02T00:00:00.000Z,,"partly cloudy at start.  Clearing to full sunn by end.  50s, light breeze.  Dry pavement",No,0,0,0,0,0,0,0,0,0,64,1,8,0,111,0,17,,,,,0,0,0,0,0,0,0,1,73,0,0,128,201,,,,0,,,,0,,,,13,,,,14,27,0,0,0,0,0,47.59044,-122.28564,No,2010,5363000,53033,
-122.285639999633787,47.590439998826959,9736,Seattle34,I-90 Trail @ West Bridge,(location on trail at the west end of the I-90 Bridge),Entered by Pete H. 10/23/2014,Seattle,King County,2014,PM,2014-10-02T00:00:00.000Z,,Sunny,No,0,0,0,0,0,0,0,0,0,105,0,11,1,94,0,9,,,,,0,0,0,0,0,0,0,0,116,1,0,104,220,,,,0,,,,0,,,,11,,,,6,17,,,,,0,47.59044,-122.28564,No,2010,5363000,53033,
-122.356590000356164,47.615849999421016,9737,Seattle35,Elliott Bay Trail @ Myrtle Edwards Park,,,Seattle,King County,2011,AM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,,,,,,,,,,,,,,,,,354,,,,,1,47.61585,-122.35659,No,2011,5363000,53033,
-122.356590000356164,47.615849999421016,9738,Seattle35,Elliott Bay Trail @ Myrtle Edwards Park (north of Broad and Seattle Sculpture Park),,,Seattle,King County,2011,PM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,,,,,,,,,,,,,,,,,425,,,,,11,47.61585,-122.35659,No,2011,5363000,53033,
-122.356590000356164,47.615849999421016,9739,Seattle35,Elliott Bay Trail @ Myrtle Edwards Park,(north of Broad and Seattle Sculpture Park),,Seattle,King County,2012,AM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,,,,,,,,,,,,,,,,,232,,,,,5,47.61585,-122.35659,No,2011,5363000,53033,
-122.356590000356164,47.615849999421016,9740,Seattle35,Elliott Bay Trail @ Myrtle Edwards Park,(north of Broad and Seattle Sculpture Park),,Seattle,King County,2012,PM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381,,,,,,,,,,,,,,,,,612,,,,,31,47.61585,-122.35659,No,2011,5363000,53033,
-122.356590000356164,47.615849999421016,9741,Seattle35,Elliott Bay Trail @ Myrtle Edwards Park,(north of Broad and Seattle Sculpture Park),No Eastbound/Westbound traffic on the trail.,Seattle,King County,2013,AM,2013-10-03T00:00:00.000Z,,"Cloudy, 52 degrees F",No,6,51,0,16,5,143,0,48,0,0,0,0,0,0,0,0,,,,,6,0,73,5,0,196,0,0,0,0,0,0,269,50,62,,112,59,35,,94,0,0,,0,0,0,,0,206,0,0,0,0,0,47.61585,-122.35659,No,2011,5363000,53033,
-122.356590000356164,47.615849999421016,9742,Seattle35,Elliott Bay Trail @ Myrtle Edwards Park,(north of Broad and Seattle Sculpture Park),there was steady foot and bike traffic the first hour which kept increasing the second hour and beyond the time of the count.  It was the only nice weather of the week.  ,Seattle,King County,2013,PM,2013-10-03T00:00:00.000Z,,Sunny with few clouds and 55 degrees,No,3,165,0,35,3,62,0,8,0,0,0,0,0,0,0,0,,,,,3,0,203,3,0,73,0,0,0,0,0,0,276,130,93,,223,106,86,,192,0,0,,0,0,0,,0,415,5,3,0,0,8,47.61585,-122.35659,No,2011,5363000,53033,
-122.356590000356164,47.615849999421016,9743,Seattle35,Elliott Bay Trail @ Myrtle Edwards Park,(north of Broad and Seattle Sculpture Park),,Seattle,King County,2014,AM,2014-09-30T00:00:00.000Z,,"chilly from 7-8 AM; sunny from 8 AM",No,,38,,11,,,,,1,160,3,38,,44,,12,,,,,,,49,,,,1,3,202,,,56,307,,,,43,,,,24,,,,120,,,,124,311,,,,,0,47.61585,-122.35659,No,2011,5363000,53033,
-122.356590000356164,47.615849999421016,9744,Seattle35,Elliott Bay Trail @ Myrtle Edwards Park,(north of Broad and Seattle Sculpture Park),I sat just south of W Thomas St bridge. Did my best to capture peds/bikes going east over the bridge,Seattle,King County,2014,PM,2014-10-02T00:00:00.000Z,,"sunny, beautiful",No,18,208,1,60,39,74,,17,1,32,,12,,,,,,,,,18,1,287,39,,130,1,,45,,,,462,,,,240,,,,176,,,,97,,,,,513,1,1,,,2,47.61585,-122.35659,No,2011,5363000,53033,
-122.383279999887876,47.642079998740734,9745,Seattle36,21st Av W (N-S) and Elliot Bay Trail (EB only),,,Seattle,King County,2011,AM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,31,,,,,0,47.64208,-122.38328,No,2011,5363000,53033,
-122.383279999887876,47.642079998740734,9746,Seattle36,21st Av W (N-S) and Elliot Bay Trail (EB only),,,Seattle,King County,2011,PM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,36,,,,,3,47.64208,-122.38328,No,2011,5363000,53033,
-122.383279999887876,47.642079998740734,9747,Seattle36,Elliott Bay Trail @ 21st Ave. W,(on trail in Interbay south of junction with 21st Ave. W),,Seattle,King County,2012,AM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,,,,,,,,,,,,,,,,,42,,,,,0,47.64208,-122.38328,No,2011,5363000,53033,
-122.383279999887876,47.642079998740734,9748,Seattle36,Elliott Bay Trail @ 21st Ave. W,(on trail in Interbay south of junction with 21st Ave. W),,Seattle,King County,2012,PM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,,,,,,,,,,,,,,,,,37,,,,,2,47.64208,-122.38328,No,2011,5363000,53033,
-122.383279999887876,47.642079998740734,9749,Seattle36,Elliott Bay Trail @ 21st Ave. W,(on trail in Interbay south of junction with 21st Ave. W),"Actual count occurred at intersection of 20th Ave. W and Elliott Bay Trail, the primary intersection for travelers to and from the trail. Confirmed in advance with Jeff Aiken that this was the correct site.",Seattle,King County,2013,AM,2013-10-02T00:00:00.000Z,,"55 Degrees F
Light Rain
S Wind 5-10 MPH",No,1,23,,1,3,103,,22,,,,,1,3,,,,,,,1,,25,3,,128,,,,1,,4,157,1,1,,2,2,1,,3,,,,,1,,,1,6,,,,,,47.64208,-122.38328,No,2011,5363000,53033,
-122.383279999887876,47.642079998740734,9750,Seattle36,Elliott Bay Trail @ 21st Ave. W,(on trail in Interbay south of junction with 21st Ave. W),,Seattle,King County,2014,AM,2014-10-01T00:00:00.000Z,,,No,2,37,,1,2,181,,53,,,,,,,,,,,,,2,,40,2,,236,,,,,,,276,,,,5,,,,8,,,,,,,,,13,,,,,0,47.64208,-122.38328,No,2011,5363000,53033,
-122.383279999887876,47.642079998740734,9751,Seattle36,Elliott Bay Trail @ 21st Ave. W,(on trail in Interbay south of junction with 21st Ave. W),,Seattle,King County,2014,PM,2014-10-01T00:00:00.000Z,,cool and overcast,No,1,204,3,48,1,52,1,11,,,,,,1,,,,,,,1,3,256,1,1,65,,,,,,1,322,,,,28,,,,6,,,,,,,,1,35,1,,,,1,47.64208,-122.38328,No,2011,5363000,53033,
-122.399580000603478,47.664689999224876,9752,Seattle38,Ballard Locks,AM and PM data may have been collected differently,,Seattle,King County,2012,PM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,475,,,,,0,47.66469,-122.39958,No,2011,5363000,53033,
-122.399580000603478,47.664689999224876,9753,Seattle38,Ballard (Chittenden) Locks (southside entrance),,"Due to the US government shut down, the Ballard Locks were closed to pedestrian traffic.  So there was nothing to count!
Sorry",Seattle,King County,2013,PM,2013-10-01T00:00:00.000Z,,"Overcast, but dry",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.66469,-122.39958,No,2011,5363000,53033,
-122.399580000603478,47.664689999224876,9754,Seattle38,Ballard (Chittenden) Locks (southside entrance),,"A tour bus unloaded in front of me at the intersection and went North into the park.  34 total, 18 Males, 16 Females.   I did NOT include them.  They returned, loaded and left.",Seattle,King County,2014,PM,2014-09-30T00:00:00.000Z,,Sunny & Cool,No,1,65,1,17,,4,,4,,9,,1,,5,,3,,,,,1,1,84,,,8,,,10,,,8,110,,,,39,,,,18,,,,20,,,,13,90,1,,,,1,47.66469,-122.39958,No,2011,5363000,53033,
-122.378769999586041,47.662359998658495,9755,Seattle39,17th Av NW (NB only) & Shilshole (E-W),,,Seattle,King County,2011,AM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,,,,,,,,,,,,,,,,,24,,,,,0,47.66236,-122.37877,No,2011,5363000,53033,
-122.378769999586041,47.662359998658495,9756,Seattle39,Shilshole and 17th Ave NW,,,Seattle,King County,2012,AM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,,,,,,,,,,,,,,,,,16,,,,,0,47.66236,-122.37877,No,2011,5363000,53033,
-122.378769999586041,47.662359998658495,9757,Seattle39,Shilshole and 17th,,,Seattle,King County,2012,PM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,,,,,,,,,,,,,,,,,49,,,,,1,47.66236,-122.37877,No,2011,5363000,53033,
-122.378769999586041,47.662359998658495,9758,Seattle39,Shilshole and 17th Ave NW,,Located on the Missing Link of the Burke Gilman Trail - one of the most dangerous places to ride a bicycle in Seattle. ,Seattle,King County,2013,AM,2013-10-03T00:00:00.000Z,,"57 degrees and cloudy.  Chilly, but no rain. ",No,0,21,0,7,0,0,0,0,6,113,0,39,3,18,0,3,,,,,0,0,28,0,0,0,6,0,158,3,0,24,210,1,0,,1,0,0,,0,6,1,,7,5,4,,9,17,0,0,0,0,0,47.66236,-122.37877,No,2011,5363000,53033,
-122.378769999586041,47.662359998658495,9759,Seattle39,17th & Shilshole,,"Intersection of 17th & Shilshole

In addition to the study objectives, I tallied counts for the same four respective groups of riders, that utilized pedestrian spaces like sidewalks as nexus to crossing/avoiding intersections:

M w/ H: 18
M w/o H: 2
F w/ ",Seattle,King County,2014,AM,2014-10-02T00:00:00.000Z,,"55-60F, mostly sunny 7-9am",No,1,7,0,9,0,0,0,0,3,103,1,39,3,19,1,2,,,,,1,0,17,0,0,0,3,1,146,3,1,25,188,,,,7,,,,0,,,,13,,,,4,24,,,,,0,47.66236,-122.37877,No,2011,5363000,53033,
